Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Agentic Workflow: Visual Knowledge Card,https://veda.ng/images/glossary/agentic-workflow.svg,Artificial Intelligence Basics,,"Agentic Workflow explained clearly. An agentic workflow shifts AI interactions from single-shot prompts to iterative, autonomous problem-solving loops. When you ask a standard large language model to write a complex software application, it attempts to generate the entire codebase in one linear output, inevitably failing as context windows overflow and logic breaks. An agentic workflow changes the architecture. The AI operates as a continuous loop: it parses the goal, breaks... Read more on the glossary.",https://veda.ng/glossary/agentic-workflow,,"agentic workflow, ai, artificial intelligence, ai, glossary, definition, agentic, workflow"
Federated Learning: Visual Knowledge Card,https://veda.ng/images/glossary/federated-learning.svg,Artificial Intelligence Basics,,"Federated Learning explained clearly. Federated Learning is an advanced machine learning technique that trains an artificial intelligence model across multiple decentralized edge devices or servers holding local data samples, without actively exchanging them. Simply put, instead of sending your private data to a central server to train an AI, the AI is sent directly to your device to learn from your data locally. Why this shift matters: Historically, training powerful AI mode... Read more on the glossary.",https://veda.ng/glossary/federated-learning,,"federated learning, ai, artificial intelligence, ai, glossary, definition, federated, learning"
Autonomous Agents: Visual Knowledge Card,https://veda.ng/images/glossary/autonomous-agents.svg,Artificial Intelligence Basics,,"Autonomous Agents explained clearly. Autonomous Agents are AI systems designed to pursue complex, multi-step goals with virtually zero human intervention. Unlike traditional software, which passively waits for a user to click a button, or earlier conversational chatbots like ChatGPT, which passively wait for a human to type a prompt, an autonomous agent executes tasks proactively. The shift from chat to action: If you interact with a standard large language model, you might a... Read more on the glossary.",https://veda.ng/glossary/autonomous-agents,,"autonomous agents, ai, artificial intelligence, ai, glossary, definition, autonomous, agents"
Reinforcement Learning: Visual Knowledge Card,https://veda.ng/images/glossary/reinforcement-learning.svg,Artificial Intelligence Basics,,"Reinforcement Learning explained clearly. Reinforcement Learning (RL) is a branch of machine learning where an AI learns to make decisions by interacting with an environment and receiving feedback. There is no labeled dataset. The system takes actions, observes results, and receives numerical rewards or penalties. Over millions of iterations, it builds a policy, a set of rules for which action to take in any given state to maximize long-term cumulative reward. The architectur... Read more on the glossary.",https://veda.ng/glossary/reinforcement-learning,,"reinforcement learning, ai, artificial intelligence, ai, glossary, definition, reinforcement, learning"
Supervised Learning: Visual Knowledge Card,https://veda.ng/images/glossary/supervised-learning.svg,Artificial Intelligence Basics,,"Supervised Learning explained clearly. Supervised Learning is the most widely used approach in machine learning. The model trains on labeled data where every input has a known correct output. You show the algorithm thousands of images labeled ""car"" and thousands labeled ""bicycle."" It analyzes the pixels, finds patterns like wheels, windshields, or handlebars that correlate with each label, and builds an internal model. After training, it can classify new, unlabeled images it... Read more on the glossary.",https://veda.ng/glossary/supervised-learning,,"supervised learning, ai, artificial intelligence, ai, glossary, definition, supervised, learning"
Deep Learning: Visual Knowledge Card,https://veda.ng/images/glossary/deep-learning.svg,Artificial Intelligence Basics,,"Deep Learning explained clearly. Deep learning is a subfield of machine learning that uses neural networks with many layers to learn patterns directly from raw data. The term ""deep"" refers to the number of layers, which can range from a dozen to several hundred. Each layer applies a simple mathematical transformation to its input and passes the result forward. Through repeated exposure to examples, the network adjusts how each layer operates, gradually producing more accurate... Read more on the glossary.",https://veda.ng/glossary/deep-learning,,"deep learning, ai, artificial intelligence, ai, glossary, definition, deep, learning"
Generative AI: Visual Knowledge Card,https://veda.ng/images/glossary/generative-ai.svg,Artificial Intelligence Basics,,"Generative AI explained clearly. Generative AI refers to machine-learning models that create new content, text, images, audio, video, or code, by learning patterns from large datasets. Unlike discriminative models that only classify or label existing data, generative systems produce original outputs that resemble their training material. These models run on architectures like transformers, diffusion networks, or variational autoencoders. They use statistical inference to pred... Read more on the glossary.",https://veda.ng/glossary/generative-ai,,"generative ai, ai, artificial intelligence, ai, glossary, definition, generative"
Transformer Architecture: Visual Knowledge Card,https://veda.ng/images/glossary/transformer-architecture.svg,Artificial Intelligence Basics,,Transformer Architecture explained clearly. The Transformer is a neural-network design introduced in 2017 that processes sequences of data without relying on recurrent connections. It replaced the older step-by-step processing style with attention mechanisms that let every element of the input attend to every other element simultaneously. The model has an encoder stack that converts raw inputs into rich representations and a decoder stack that generates target sequences from... Read more on the glossary.,https://veda.ng/glossary/transformer-architecture,,"transformer architecture, ai, artificial intelligence, ai, glossary, definition, transformer, architecture"
Semi-Supervised Learning: Visual Knowledge Card,https://veda.ng/images/glossary/semi-supervised-learning.svg,Artificial Intelligence Basics,,"Semi-Supervised Learning explained clearly. Semi-supervised learning uses both labeled and unlabeled data to build models. Fully supervised learning requires every example to have a correct label. Unsupervised learning uses no labels at all. Semi-supervised sits between the two, starting with a small labeled set and a much larger unlabeled pool, then combining information from both. This matters because labeling is expensive. In medical imaging, a radiologist might charge tho... Read more on the glossary.",https://veda.ng/glossary/semi-supervised-learning,,"semi-supervised learning, ai, artificial intelligence, ai, glossary, definition, semisupervised, learning"
Expert Systems: Visual Knowledge Card,https://veda.ng/images/glossary/expert-systems.svg,Artificial Intelligence Basics,,"Expert Systems explained clearly. An expert system is a computer program that replicates the decision-making ability of a human specialist in a specific domain. It has two core components. The knowledge base stores domain facts and rules, typically as if-then statements written by human experts. The inference engine interprets those rules to reach conclusions, handling uncertainty, partial information, and complex logical chains. Expert systems were the dominant AI paradigm i... Read more on the glossary.",https://veda.ng/glossary/expert-systems,,"expert systems, ai, artificial intelligence, ai, glossary, definition, expert, systems"
AI Alignment: Visual Knowledge Card,https://veda.ng/images/glossary/ai-alignment.svg,Artificial Intelligence Basics,,"AI Alignment explained clearly. AI alignment is the research field focused on making AI systems pursue goals that match human intentions, values, and safety requirements. The problem is simple to state and hard to solve. A powerful AI can find shortcuts or interpret instructions in ways its designers never anticipated. As systems grow more capable, the gap between what humans meant and what the AI does can widen. Today, AI already influences hiring, medical diagnoses, financi... Read more on the glossary.",https://veda.ng/glossary/ai-alignment,,"ai alignment, ai, artificial intelligence, ai, glossary, definition, alignment"
Artificial Superintelligence (ASI): Visual Knowledge Card,https://veda.ng/images/glossary/artificial-superintelligence-asi.svg,Artificial Intelligence Basics,,"Artificial Superintelligence (ASI) explained clearly. Artificial Superintelligence (ASI) refers to a hypothetical form of machine intelligence that exceeds the full range of human cognitive abilities across every domain. Unlike narrow systems that solve specific tasks, ASI would understand, learn, and create across all disciplines, from scientific theory to artistic expression. It would operate with speed, precision, and memory far beyond any human brain, and could autonomous... Read more on the glossary.",https://veda.ng/glossary/artificial-superintelligence-asi,,"artificial superintelligence (asi), ai, artificial intelligence, ai, glossary, definition, artificial, superintelligence"
AI Safety: Visual Knowledge Card,https://veda.ng/images/glossary/ai-safety.svg,Artificial Intelligence Basics,,"AI Safety explained clearly. AI safety studies how to design, build, test, and operate AI systems so they behave as intended and do not cause unintended harm. It covers everything from bugs in a self-driving car's perception pipeline to questions about how a language model might influence public opinion. Practitioners combine computer science, engineering, psychology, and ethics to build verification methods and control mechanisms. AI systems are moving from research labs int... Read more on the glossary.",https://veda.ng/glossary/ai-safety,,"ai safety, ai, artificial intelligence, ai, glossary, definition, safety"
Feature Extraction: Visual Knowledge Card,https://veda.ng/images/glossary/feature-extraction.svg,Artificial Intelligence Basics,,"Feature Extraction explained clearly. Feature extraction transforms raw data into a set of measurable characteristics that algorithms can use for decisions or predictions. It takes a complex input, an image, a sound recording, a spreadsheet of sensor readings, and summarizes it with numbers that capture the most informative aspects. These numbers are called features. They serve as the bridge between raw data and mathematical models. In image recognition, a camera captures mil... Read more on the glossary.",https://veda.ng/glossary/feature-extraction,,"feature extraction, ai, artificial intelligence, ai, glossary, definition, feature, extraction"
Support Vector Machine (SVM): Visual Knowledge Card,https://veda.ng/images/glossary/support-vector-machine-svm.svg,Artificial Intelligence Basics,,"Support Vector Machine (SVM) explained clearly. Support Vector Machine (SVM) is a supervised learning algorithm for classification and regression. It finds the optimal hyperplane, a flat decision boundary, that separates data points into categories with the widest possible margin between classes. The data points closest to this boundary are called support vectors because they define its position. If the data cannot be separated by a flat boundary, SVM uses the kernel trick to... Read more on the glossary.",https://veda.ng/glossary/support-vector-machine-svm,,"support vector machine (svm), ai, artificial intelligence, ai, glossary, definition, support, vector, machine"
Random Forest: Visual Knowledge Card,https://veda.ng/images/glossary/random-forest.svg,Artificial Intelligence Basics,,"Random Forest explained clearly. Random Forest is an ensemble method that builds many decision trees and aggregates their predictions. Each tree trains on a random subset of the data, and at each split it considers only a random subset of features. This double randomization reduces the variance that a single tree would have, producing more stable results. For classification, the forest takes a majority vote across all trees. For regression, it averages the numeric predictions... Read more on the glossary.",https://veda.ng/glossary/random-forest,,"random forest, ai, artificial intelligence, ai, glossary, definition, random, forest"
Cluster Analysis: Visual Knowledge Card,https://veda.ng/images/glossary/cluster-analysis.svg,Artificial Intelligence Basics,,"Cluster Analysis explained clearly. Cluster analysis groups a collection of items so that members of the same group are more similar to each other than to members of other groups. It is unsupervised, meaning it discovers structure hidden in the data without pre-labeled examples. Common algorithms include k-means, hierarchical clustering, DBSCAN, and Gaussian mixture models. Each defines ""closeness"" differently. In marketing, clustering segments customers by purchase behavior... Read more on the glossary.",https://veda.ng/glossary/cluster-analysis,,"cluster analysis, ai, artificial intelligence, ai, glossary, definition, cluster, analysis"
Word Embeddings: Visual Knowledge Card,https://veda.ng/images/glossary/word-embeddings.svg,Artificial Intelligence Basics,,"Word Embeddings explained clearly. Word embeddings are numeric representations of words that capture meaning and relationships in a continuous vector space. Each word maps to a list of real-valued numbers, typically 50 to 300 dimensions. Words that appear in similar contexts end up close to each other. The vectors are learned from large text corpora and reflect statistical patterns of language without hand-crafted rules. The classic example is the king-queen analogy. In embed... Read more on the glossary.",https://veda.ng/glossary/word-embeddings,,"word embeddings, ai, artificial intelligence, ai, glossary, definition, word, embeddings"
Algorithmic Bias: Visual Knowledge Card,https://veda.ng/images/glossary/algorithmic-bias.svg,Artificial Intelligence Basics,,"Algorithmic Bias explained clearly. Algorithmic bias is when a computer-based decision-making process produces systematically unfair outcomes for certain groups of people. The bias can enter at any step, data collection, feature selection, model training, or deployment. When an algorithm consistently favors one demographic over another, it reflects hidden assumptions, historical inequities, or technical shortcuts in the pipeline. This matters because many high-stakes decision... Read more on the glossary.",https://veda.ng/glossary/algorithmic-bias,,"algorithmic bias, ai, artificial intelligence, ai, glossary, definition, algorithmic, bias"
Explainable AI (XAI): Visual Knowledge Card,https://veda.ng/images/glossary/explainable-ai-xai.svg,Artificial Intelligence Basics,,"Explainable AI (XAI) explained clearly. Explainable AI (XAI) is a set of techniques and design principles that make machine-learning decisions understandable to humans. Instead of treating a model as a black box, XAI reveals which inputs mattered most, how they were weighted, and how confident the system is in its answer. Regulators need XAI because automated decisions must follow legal and ethical guidelines. When a loan is denied, XAI shows which credit factors triggered th... Read more on the glossary.",https://veda.ng/glossary/explainable-ai-xai,,"explainable ai (xai), ai, artificial intelligence, ai, glossary, definition, explainable"
Knowledge Graph: Visual Knowledge Card,https://veda.ng/images/glossary/knowledge-graph.svg,Artificial Intelligence Basics,,"Knowledge Graph explained clearly. A knowledge graph stores information as a network of entities connected by typed relationships. Entities, people, places, products, concepts, are nodes. Relationships like ""works for,"" ""located in,"" or ""produces"" are edges. The graph is enriched with attributes, timestamps, and confidence scores, allowing machines to query not just isolated facts but the context around them. Google's Knowledge Graph is the most visible example. When you sear... Read more on the glossary.",https://veda.ng/glossary/knowledge-graph,,"knowledge graph, ai, artificial intelligence, ai, glossary, definition, knowledge, graph"
Predictive Analytics: Visual Knowledge Card,https://veda.ng/images/glossary/predictive-analytics.svg,Artificial Intelligence Basics,,"Predictive Analytics explained clearly. Predictive analytics turns past and present data into forecasts about future outcomes. It combines statistics, data mining, and machine learning to find patterns that are not obvious to the naked eye. Feed historical records into a model, and it produces probability scores or numeric predictions that help users anticipate what happens next. In retail, predictive analytics forecasts which products will be in high demand during the holida... Read more on the glossary.",https://veda.ng/glossary/predictive-analytics,,"predictive analytics, ai, artificial intelligence, ai, glossary, definition, predictive, analytics"
Low-Rank Adaptation (LoRA): Visual Knowledge Card,https://veda.ng/images/glossary/low-rank-adaptation-lora.svg,Artificial Intelligence Basics,,"Low-Rank Adaptation (LoRA) explained clearly. Low-Rank Adaptation (LoRA) is a technique for fine-tuning large neural networks cheaply. Instead of updating every parameter of a massive model, LoRA inserts two small trainable matrices that capture the most important directions of change. These matrices have a much lower rank than the full weight matrix, so they contain far fewer parameters to learn. The original model stays frozen. Only the low-rank additions get updated during... Read more on the glossary.",https://veda.ng/glossary/low-rank-adaptation-lora,,"low-rank adaptation (lora), ai, artificial intelligence, ai, glossary, definition, lowrank, adaptation, lora"
Model Quantization: Visual Knowledge Card,https://veda.ng/images/glossary/model-quantization.svg,Artificial Intelligence Basics,,"Model Quantization explained clearly. Model quantization converts a neural network's numerical representations from high-precision formats (like 32-bit floating point) to lower-precision formats (like 8-bit integers or even binary values). The model's structure, layers, connections, and learned patterns stay intact, but each parameter shrinks to a smaller data type. The result is a model that uses a fraction of the memory and runs faster because integer arithmetic is simpler... Read more on the glossary.",https://veda.ng/glossary/model-quantization,,"model quantization, ai, artificial intelligence, ai, glossary, definition, model, quantization"
Multi-Agent Systems: Visual Knowledge Card,https://veda.ng/images/glossary/multi-agent-systems.svg,Artificial Intelligence Basics,,"Multi-Agent Systems explained clearly. Multi-Agent Systems (MAS) are collections of autonomous software entities that interact within a shared environment to achieve goals. Each agent has its own perception, decision-making logic, and ability to act. The system's overall behavior emerges from repeated exchanges between agents, which may cooperate, compete, or negotiate depending on the problem. In traffic management, each vehicle acts as an agent sharing speed and position da... Read more on the glossary.",https://veda.ng/glossary/multi-agent-systems,,"multi-agent systems, ai, artificial intelligence, ai, glossary, definition, multiagent, systems"
Edge AI: Visual Knowledge Card,https://veda.ng/images/glossary/edge-ai.svg,Artificial Intelligence Basics,,"Edge AI explained clearly. Edge AI runs artificial intelligence algorithms directly on devices at the periphery of a network, smartphones, industrial sensors, cameras, drones, instead of sending data to a distant server. The model runs locally and delivers decisions in milliseconds. This matters for three reasons. First, latency. Autonomous vehicles and industrial robots need to react within fractions of a second. Cloud round-trips are too slow. Second, bandwidth. Sending onl... Read more on the glossary.",https://veda.ng/glossary/edge-ai,,"edge ai, ai, artificial intelligence, ai, glossary, definition, edge"
Hyperparameter Tuning: Visual Knowledge Card,https://veda.ng/images/glossary/hyperparameter-tuning.svg,Artificial Intelligence Basics,,"Hyperparameter Tuning explained clearly. Hyperparameter tuning is the process of selecting the best settings for the knobs that control how a machine-learning model learns. Unlike model weights, which are learned during training, hyperparameters are set before training begins. Examples include learning rate, tree depth, number of hidden units, and regularization strength. The goal is finding the combination that yields the best performance on unseen data. Common approaches in... Read more on the glossary.",https://veda.ng/glossary/hyperparameter-tuning,,"hyperparameter tuning, ai, artificial intelligence, ai, glossary, definition, hyperparameter, tuning"
Pattern Recognition: Visual Knowledge Card,https://veda.ng/images/glossary/pattern-recognition.svg,Artificial Intelligence Basics,,"Pattern Recognition explained clearly. Pattern recognition is the process of identifying regularities, structures, or repeated elements within data. It covers everything from spotting a familiar face in a crowd to a machine learning model sorting emails into spam and not-spam. The system takes raw input, visual scenes, sounds, numerical sequences, and extracts meaningful groupings that can be labeled, classified, or used for prediction. Pattern recognition underpins most prac... Read more on the glossary.",https://veda.ng/glossary/pattern-recognition,,"pattern recognition, ai, artificial intelligence, ai, glossary, definition, pattern, recognition"
Vision Transformers (ViT): Visual Knowledge Card,https://veda.ng/images/glossary/vision-transformers-vit.svg,Artificial Intelligence Basics,,"Vision Transformers (ViT) explained clearly. Vision Transformers (ViT) adapt the transformer architecture, originally built for text, to analyze images. Instead of using convolutional layers that slide filters across pixels, a ViT splits the picture into a grid of fixed-size patches, flattens each patch into a vector, and feeds the sequence into a standard transformer encoder. The model learns to recognize patterns by attending to relationships between all patches simultaneou... Read more on the glossary.",https://veda.ng/glossary/vision-transformers-vit,,"vision transformers (vit), ai, artificial intelligence, ai, glossary, definition, vision, transformers"
Blockchain: Visual Knowledge Card,https://veda.ng/images/glossary/blockchain.svg,Web3 & Blockchain Guide,,"Blockchain explained clearly. A blockchain is a distributed ledger maintained by a network of nodes. Each block contains transactions and a cryptographic hash of the previous block. This chain of hashes creates immutability. Change one block and the hash changes. That breaks the link to the next block. Change the next block to repair the link and it breaks the link to the block after that. To rewrite history, you'd need to recalculate all subsequent blocks, and you'd need to... Read more on the glossary.",https://veda.ng/glossary/blockchain,,"blockchain, web3, web3, blockchain, crypto, glossary, definition, blockchain"
Smart Contract: Visual Knowledge Card,https://veda.ng/images/glossary/smart-contract.svg,Web3 & Blockchain Guide,,"Smart Contract explained clearly. A smart contract is self-executing code deployed on a blockchain. It automatically enforces agreements when specified conditions are met. There are no intermediaries. No one needs to oversee execution. The code runs on the blockchain network itself. Once deployed, it's immutable. It can't be changed. It will execute exactly as written. This is both a feature and a risk. A feature because the counterparty can trust that the contract will do wh... Read more on the glossary.",https://veda.ng/glossary/smart-contract,,"smart contract, web3, web3, blockchain, crypto, glossary, definition, smart, contract"
Decentralized Finance (DeFi): Visual Knowledge Card,https://veda.ng/images/glossary/defi.svg,Web3 & Blockchain Guide,,"Decentralized Finance (DeFi) explained clearly. Decentralized Finance is a category of financial services built on blockchain without traditional intermediaries. Banks, brokers, exchanges, and insurance companies are intermediaries. They take a cut. They have gatekeeping power. They can freeze accounts. They can deny service. DeFi replaces these intermediaries with smart contracts. A DEX (decentralized exchange) lets you trade assets peer-to-peer. A lending protocol lets you... Read more on the glossary.",https://veda.ng/glossary/defi,,"decentralized finance (defi), web3, web3, blockchain, crypto, glossary, definition, decentralized, finance, defi"
Non-Fungible Token (NFT): Visual Knowledge Card,https://veda.ng/images/glossary/nft.svg,Web3 & Blockchain Guide,,"Non-Fungible Token (NFT) explained clearly. An NFT is a unique cryptographic token representing ownership of a specific digital or physical asset. Unlike cryptocurrencies, which are fungible, one Bitcoin equals another Bitcoin, NFTs are distinct. Each NFT has a unique identifier. You can prove ownership of an NFT. You can prove that ownership transferred from one person to another. You can prove when the transfer happened. The applications are broad. Digital art. Collectibles... Read more on the glossary.",https://veda.ng/glossary/nft,,"non-fungible token (nft), web3, web3, blockchain, crypto, glossary, definition, nonfungible, token"
Decentralized Autonomous Organization (DAO): Visual Knowledge Card,https://veda.ng/images/glossary/dao.svg,Web3 & Blockchain Guide,,"Decentralized Autonomous Organization (DAO) explained clearly. A DAO is an organization governed by smart contracts and token holders rather than traditional hierarchy. Decisions happen through voting. Token holders vote on proposals. If a proposal passes, the smart contract executes it automatically. There are no executives. No boards. No employees in the traditional sense. All operations are on-chain and transparent. Everyone can see what proposals are being voted on and ho... Read more on the glossary.",https://veda.ng/glossary/dao,,"decentralized autonomous organization (dao), web3, web3, blockchain, crypto, glossary, definition, decentralized, autonomous, organization"
Consensus Mechanism: Visual Knowledge Card,https://veda.ng/images/glossary/consensus-mechanism.svg,Web3 & Blockchain Guide,,"Consensus Mechanism explained clearly. A consensus mechanism is a protocol that lets nodes agree on the state of a blockchain without a central authority. The most famous is Proof of Work, used by Bitcoin. Miners solve computationally difficult puzzles. The first to solve it gets to add the next block. This proof of work makes it expensive to attack the network. You'd need to control 51 percent of computing power. Proof of Stake, used by Ethereum, works differently. Validator... Read more on the glossary.",https://veda.ng/glossary/consensus-mechanism,,"consensus mechanism, web3, web3, blockchain, crypto, glossary, definition, consensus, mechanism"
Gas Fees: Visual Knowledge Card,https://veda.ng/images/glossary/gas-fees.svg,Web3 & Blockchain Guide,,"Gas Fees explained clearly. Gas fees are transaction fees paid to validators for executing operations on a blockchain. The term comes from Ethereum. Every operation (sending a token, executing a smart contract, writing data) requires computational resources. Gas measures that resource consumption. Different operations cost different amounts of gas. Sending a simple transaction costs less gas than executing a complex smart contract. You set a gas price to indicate how much you... Read more on the glossary.",https://veda.ng/glossary/gas-fees,,"gas fees, web3, web3, blockchain, crypto, glossary, definition, fees"
Layer 2: Visual Knowledge Card,https://veda.ng/images/glossary/layer-2.svg,Web3 & Blockchain Guide,,"Layer 2 explained clearly. Layer 2 refers to secondary blockchains built on top of a Layer 1 chain like Ethereum to improve scalability. Ethereum Layer 1 processes roughly 15 transactions per second. Layer 2 solutions process hundreds or thousands. They work by taking transactions off-chain, batching them, and then posting the batch to Layer 1. The security of the Layer 2 chain comes from Layer 1. If there's a dispute about what happened on Layer 2, you can verify on Layer 1.... Read more on the glossary.",https://veda.ng/glossary/layer-2,,"layer 2, web3, web3, blockchain, crypto, glossary, definition, layer"
Wallet: Visual Knowledge Card,https://veda.ng/images/glossary/wallet.svg,Web3 & Blockchain Guide,,Wallet explained clearly. A wallet is software that stores private keys and allows interaction with blockchains. Your private key is the password to your crypto assets. It's a long random string that only you should know. The wallet stores it and uses it to sign transactions. Signing proves you own the assets and authorizes transactions. There are two types of wallets. Custodial wallets are run by exchanges or companies. They hold your private keys for you. This is convenient... Read more on the glossary.,https://veda.ng/glossary/wallet,,"wallet, web3, web3, blockchain, crypto, glossary, definition, wallet"
Governance Token: Visual Knowledge Card,https://veda.ng/images/glossary/governance-token.svg,Web3 & Blockchain Guide,,"Governance Token explained clearly. A governance token is a digital asset that grants voting rights in a decentralized autonomous organization. Token holders can vote on protocol changes, treasury allocation, and strategic decisions. The idea is that those with the most stake in the system should have the most say in its direction. A governance token is different from a utility token, which grants access to a service, or a currency token, which is used for transactions. Gover... Read more on the glossary.",https://veda.ng/glossary/governance-token,,"governance token, web3, web3, blockchain, crypto, glossary, definition, governance, token"
Stablecoin: Visual Knowledge Card,https://veda.ng/images/glossary/stablecoin.svg,Web3 & Blockchain Guide,,"Stablecoin explained clearly. A stablecoin is a cryptocurrency pegged to a stable asset like USD. Volatility is crypto's biggest problem for mainstream adoption. Bitcoin swung from 16k to 60k in a year. This makes it useless as a store of value or medium of exchange. Stablecoins solve this by maintaining a fixed value through backing. USDC and USDT are fiat-backed. Issuers hold reserves in banks. For every stablecoin in circulation, they hold a dollar. This works if you trust... Read more on the glossary.",https://veda.ng/glossary/stablecoin,,"stablecoin, web3, web3, blockchain, crypto, glossary, definition, stablecoin"
Bridge: Visual Knowledge Card,https://veda.ng/images/glossary/bridge.svg,Web3 & Blockchain Guide,,"Bridge explained clearly. A bridge is a protocol for transferring assets between different blockchains. Blockchains are isolated. Bitcoin can't directly transfer to Ethereum. A bridge creates a way to move assets between them. The basic mechanism is locking and minting. You lock assets on Chain A. The bridge mints equivalent assets on Chain B. Later you can burn the assets on Chain B and unlock the originals on Chain A. For example, bridge bitcoin to Ethereum as WBTC. You loc... Read more on the glossary.",https://veda.ng/glossary/bridge,,"bridge, web3, web3, blockchain, crypto, glossary, definition, bridge"
Oracle: Visual Knowledge Card,https://veda.ng/images/glossary/oracle.svg,Web3 & Blockchain Guide,,"Oracle explained clearly. An oracle is a service providing external data to smart contracts. Blockchains are isolated from the outside world by design. A smart contract can't directly check the weather or a stock price or a sports score. It needs an oracle to bring that data on-chain. Oracles fetch real-world data, verify it, and post it to the blockchain. Smart contracts can then read and act on that data. Chainlink is the largest oracle network. It operates thousands of nod... Read more on the glossary.",https://veda.ng/glossary/oracle,,"oracle, web3, web3, blockchain, crypto, glossary, definition, oracle"
Validator: Visual Knowledge Card,https://veda.ng/images/glossary/validator.svg,Web3 & Blockchain Guide,,"Validator explained clearly. A validator is a node that proposes and verifies new blocks on a Proof of Stake blockchain. In Proof of Work systems, miners compete to solve puzzles. In Proof of Stake, validators stake tokens as collateral. They're selected to propose blocks based on their stake. Other validators attest to the block's validity. If everything checks out, the block is added. If a validator misbehaves, proposes an invalid block or attests to invalid blocks, they lo... Read more on the glossary.",https://veda.ng/glossary/validator,,"validator, web3, web3, blockchain, crypto, glossary, definition, validator"
Liquid Staking: Visual Knowledge Card,https://veda.ng/images/glossary/liquid-staking.svg,Web3 & Blockchain Guide,,"Liquid Staking explained clearly. Liquid staking lets you stake tokens while maintaining liquidity through derivative tokens. Normally staking locks your tokens. You can't access them. If you stake 32 ETH to become a validator, that ETH is locked. You earn staking rewards but you can't trade or use those tokens. Liquid staking protocols solve this. You stake ETH and receive stETH (or similar) in return. The protocol stakes the ETH on your behalf and distributes rewards. You c... Read more on the glossary.",https://veda.ng/glossary/liquid-staking,,"liquid staking, web3, web3, blockchain, crypto, glossary, definition, liquid, staking"
Tokenization: Visual Knowledge Card,https://veda.ng/images/glossary/tokenization.svg,Web3 & Blockchain Guide,,"Tokenization explained clearly. Tokenization, in the Web3 context, is the process of representing ownership of a real-world or digital asset as a token on a blockchain. Any asset that has value and can be owned can be tokenized: real estate, equity in a company, fine art, commodities, intellectual property, or carbon credits. Once tokenized, the asset can be traded, fractionalized, and transferred with the speed and transparency of blockchain transactions. Tokenization of rea... Read more on the glossary.",https://veda.ng/glossary/tokenization,,"tokenization, web3, web3, blockchain, crypto, glossary, definition, tokenization"
Automated Market Maker (AMM): Visual Knowledge Card,https://veda.ng/images/glossary/amm.svg,Web3 & Blockchain Guide,,"Automated Market Maker (AMM) explained clearly. An automated market maker is a type of decentralized exchange protocol that uses mathematical formulas and liquidity pools to price and facilitate trades, replacing the traditional order book model. In a traditional exchange, buyers and sellers place orders at specific prices, and a matching engine connects them. In an AMM, a smart contract holds reserves of two or more tokens in a liquidity pool. A formula, typically x multipli... Read more on the glossary.",https://veda.ng/glossary/amm,,"automated market maker (amm), web3, web3, blockchain, crypto, glossary, definition, automated, market, maker"
